,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
18857,0,0,103,869,360,111,360,111,3,0,0,11,28,13,1.0,0,0,2,1,0,0,869,69,31,18857
18858,0,0,61,869,1,174,1,174,3,0,0,11,55,10,0.0,0,0,0,1,0,0,869,69,31,18858
18859,8,0,62,869,364,223,364,223,4,0,0,11,56,13,0.0,0,1,0,1,0,0,869,69,31,18859
18860,8,0,237,869,43,34,43,34,2,0,0,11,42,6,,0,4,1,2,0,0,869,69,31,18860
18861,25,0,13,869,0,100,0,100,5,0,0,11,17,2,0.0,0,1,0,0,0,0,869,69,31,18861
18862,8,0,81,869,255,434,255,434,5,0,0,11,20,11,1.0,0,4,2,2,0,0,869,69,31,18862
18863,0,0,447,869,66,192,66,192,6,0,0,11,29,18,1.0,0,1,0,1,0,0,869,69,31,18863
18864,0,0,292,869,101,408,101,408,9,0,0,11,54,25,1.0,0,2,0,0,0,0,869,69,31,18864
18865,0,0,160,869,236,244,236,244,10,1,0,11,47,22,0.0,1,2,3,3,0,0,869,69,31,18865
18866,0,0,506,869,341,410,341,410,10,1,0,11,4,2,,0,2,0,0,0,0,869,69,31,18866
18867,37,0,526,869,55,366,55,366,5,1,0,11,14,3,0.0,0,2,0,0,0,0,869,69,31,18867
18868,4,2,227,869,247,103,247,103,8,1,0,11,23,6,0.0,0,4,1,2,0,0,869,69,31,18868
18869,0,0,242,869,339,43,339,43,1,2,0,11,2,7,,0,1,0,1,0,0,869,69,31,18869
18870,0,0,313,869,190,166,190,166,11,2,0,11,4,22,0.0,1,3,3,3,0,0,869,69,31,18870
18871,18,0,286,869,49,38,49,38,11,2,0,11,15,2,0.0,0,1,0,0,0,0,869,69,31,18871
18872,4,2,10,869,33,434,33,434,5,2,0,11,58,4,1.0,0,4,1,2,0,0,869,69,31,18872
18873,35,2,469,869,314,171,314,171,1,3,0,11,47,6,1.0,0,4,1,2,0,0,869,69,31,18873
18874,18,0,400,869,143,244,143,244,10,3,0,11,41,16,0.0,0,1,0,0,0,0,869,69,31,18874
18875,2,2,274,869,314,89,314,89,11,3,0,11,44,19,0.0,0,4,1,2,0,0,869,69,31,18875
18876,5,2,470,869,73,400,73,400,5,3,0,11,12,19,,0,4,1,2,0,0,869,69,31,18876
18877,0,0,375,869,119,45,119,45,8,3,0,11,5,8,0.0,1,3,3,3,0,0,869,69,31,18877
18878,0,0,119,869,43,19,43,19,6,3,0,11,45,13,0.0,0,1,0,1,0,0,869,69,31,18878
18879,8,0,276,869,23,106,23,106,6,3,0,11,2,34,0.0,0,4,2,2,0,0,869,69,31,18879
18880,18,0,458,870,78,447,78,447,0,0,0,11,39,13,1.0,0,0,2,1,0,0,870,12,10,18880
18881,0,0,1,870,20,77,20,77,3,0,0,11,43,25,1.0,0,3,0,0,0,0,870,12,10,18881
18882,0,0,224,870,29,50,29,50,3,0,0,11,55,16,0.0,0,4,0,0,0,0,870,12,10,18882
18883,0,0,61,870,245,417,245,417,1,0,0,11,30,12,0.0,0,4,0,0,0,0,870,12,10,18883
18884,35,2,32,870,1,230,1,230,2,0,0,11,12,19,1.0,0,4,1,2,0,0,870,12,10,18884
18885,34,0,156,870,143,432,143,432,10,0,0,11,39,18,0.0,0,0,0,1,0,0,870,12,10,18885
18886,2,2,323,870,232,248,232,248,5,0,0,11,38,30,,0,4,1,2,0,0,870,12,10,18886
18887,1,1,66,870,203,12,203,12,5,0,0,11,50,30,1.0,0,4,1,2,0,0,870,12,10,18887
18888,0,0,418,870,77,227,77,227,5,0,0,11,37,15,0.0,1,2,3,3,0,0,870,12,10,18888
18889,0,0,352,870,347,129,347,129,9,0,0,11,40,15,0.0,1,2,3,3,0,0,870,12,10,18889
18890,0,0,226,870,119,277,119,277,10,1,0,11,20,8,0.0,1,2,3,3,0,0,870,12,10,18890
18891,0,0,71,870,185,306,185,306,7,2,0,11,12,16,0.0,0,3,0,0,0,0,870,12,10,18891
18892,25,0,72,870,218,135,218,135,0,2,0,11,16,17,1.0,0,1,2,1,0,0,870,12,10,18892
18893,0,0,269,870,185,457,185,457,3,2,0,11,27,15,0.0,1,2,3,3,0,0,870,12,10,18893
18894,18,0,43,870,120,400,120,400,11,2,0,11,49,34,1.0,0,4,2,2,0,0,870,12,10,18894
18895,0,0,95,870,251,10,251,10,5,2,0,11,58,3,0.0,0,3,0,0,0,0,870,12,10,18895
18896,34,0,244,870,15,31,15,31,6,2,0,11,32,10,1.0,0,4,2,1,0,0,870,12,10,18896
18897,0,0,231,870,154,449,154,449,9,2,0,11,45,2,,0,2,0,0,0,0,870,12,10,18897
18898,41,0,354,870,240,34,240,34,9,2,0,11,58,14,0.0,0,4,2,2,0,0,870,12,10,18898
18899,34,0,150,870,78,259,78,259,2,3,0,11,56,5,,0,1,0,1,0,0,870,12,10,18899
18900,2,2,470,870,208,171,208,171,10,3,0,11,51,6,1.0,0,4,1,2,0,0,870,12,10,18900
18901,0,0,331,870,136,268,136,268,5,3,0,11,9,27,0.0,0,0,0,1,0,0,870,12,10,18901
18902,34,0,276,870,349,280,349,280,5,3,0,11,6,7,1.0,0,4,2,1,0,0,870,12,10,18902
18903,9,3,347,871,345,71,345,71,7,0,0,11,38,19,1.0,0,4,1,2,0,0,871,37,7,18903
18904,8,0,49,871,82,79,82,79,7,0,0,11,6,13,0.0,0,0,0,1,0,0,871,37,7,18904
18905,18,0,78,871,314,303,314,303,3,0,0,11,38,18,0.0,0,1,0,1,0,0,871,37,7,18905
18906,18,0,64,871,366,75,366,75,4,0,0,11,29,13,1.0,0,1,0,1,0,0,871,37,7,18906
18907,2,2,65,871,203,230,203,230,2,0,0,11,2,6,1.0,0,4,1,2,0,0,871,37,7,18907
18908,4,2,368,871,68,325,68,325,10,0,0,11,50,19,1.0,0,4,1,2,0,0,871,37,7,18908
18909,2,2,192,871,357,136,357,136,5,0,0,11,21,6,1.0,0,4,1,2,0,0,871,37,7,18909
18910,18,0,293,871,181,434,181,434,6,0,0,11,26,27,0.0,0,4,2,1,0,0,871,37,7,18910
18911,41,0,38,871,117,72,117,72,8,1,0,11,21,34,1.0,0,4,2,2,0,0,871,37,7,18911
18912,35,2,473,871,345,257,345,257,0,2,0,11,17,19,1.0,0,4,1,2,0,0,871,37,7,18912
18913,34,0,199,871,44,190,44,190,3,2,0,11,41,2,,0,1,0,0,0,0,871,37,7,18913
18914,13,2,22,871,247,257,247,257,1,2,0,11,8,19,0.0,0,4,1,2,0,0,871,37,7,18914
18915,18,0,422,871,360,192,360,192,2,2,0,11,20,5,0.0,0,1,0,1,0,0,871,37,7,18915
18916,4,2,210,871,94,152,94,152,11,2,0,11,34,6,1.0,0,4,1,2,0,0,871,37,7,18916
18917,8,0,100,871,82,3,82,3,8,2,0,11,19,18,1.0,0,0,0,1,0,0,871,37,7,18917
18918,2,2,288,871,73,152,73,152,9,2,0,11,16,19,0.0,0,4,1,2,0,0,871,37,7,18918
18919,9,3,408,871,68,84,68,84,9,2,0,11,16,19,0.0,0,4,1,2,0,0,871,37,7,18919
18920,2,2,369,871,11,34,11,34,9,2,0,11,16,4,,0,4,1,2,0,0,871,37,7,18920
18921,39,5,378,871,18,282,18,282,2,3,0,11,48,27,,0,0,0,1,0,0,871,37,7,18921
18922,13,2,190,871,357,275,357,275,10,3,0,11,11,19,0.0,0,4,1,2,0,0,871,37,7,18922
18923,0,0,474,871,340,395,340,395,5,3,0,11,14,27,0.0,0,0,2,1,0,0,871,37,7,18923
18924,0,0,428,871,27,383,27,383,8,3,0,11,49,23,1.0,1,0,4,3,0,0,871,37,7,18924
18925,34,0,151,871,21,354,21,354,8,3,0,11,10,9,1.0,0,4,0,0,0,0,871,37,7,18925
18926,0,0,333,871,350,346,350,346,6,3,0,11,1,22,0.0,1,2,3,3,0,0,871,37,7,18926
18927,4,2,49,872,43,31,43,31,0,0,0,11,40,6,1.0,0,4,1,2,0,0,872,31,18,18927
18928,18,0,50,872,367,336,367,336,0,0,0,11,7,18,1.0,0,4,2,1,0,0,872,31,18,18928
18929,34,0,245,872,261,448,261,448,1,0,0,11,54,13,1.0,0,4,2,1,0,0,872,31,18,18929
18930,8,0,237,872,150,29,150,29,1,0,0,11,37,7,1.0,0,4,2,1,0,0,872,31,18,18930
18931,0,0,215,872,363,409,363,409,2,0,0,11,34,17,1.0,0,0,2,1,0,0,872,31,18,18931
18932,0,0,497,872,353,398,353,398,11,0,0,11,55,16,0.0,0,1,0,0,0,0,872,31,18,18932
18933,8,0,66,872,242,14,242,14,5,0,0,11,38,16,0.0,0,2,0,0,0,0,872,31,18,18933
18934,0,0,192,872,56,425,56,425,5,0,0,11,48,1,1.0,0,0,0,1,0,0,872,31,18,18934
18935,0,0,225,872,51,241,51,241,8,0,0,11,56,25,1.0,0,4,0,0,0,0,872,31,18,18935
18936,0,0,510,872,138,442,138,442,6,0,0,11,46,25,1.0,0,0,0,0,0,0,872,31,18,18936
18937,0,0,230,872,154,231,154,231,6,1,0,11,48,0,0.0,0,3,0,0,0,0,872,31,18,18937
18938,0,0,163,872,376,19,376,19,0,2,0,11,47,27,0.0,0,1,0,1,0,0,872,31,18,18938
18939,0,0,473,872,59,112,59,112,3,2,0,11,42,13,1.0,0,0,0,1,0,0,872,31,18,18939
18940,0,0,440,872,28,170,28,170,2,2,0,11,24,9,0.0,0,3,0,0,0,0,872,31,18,18940
18941,0,0,97,872,362,420,362,420,8,2,0,11,13,15,0.0,1,4,3,3,0,0,872,31,18,18941
18942,34,0,222,872,284,411,284,411,6,2,0,11,35,12,1.0,0,3,0,0,0,0,872,31,18,18942
18943,0,0,343,872,369,77,369,77,1,3,0,11,25,1,0.0,0,0,0,1,0,0,872,31,18,18943
18944,0,0,400,872,349,177,349,177,2,3,0,11,24,18,,0,4,2,1,0,0,872,31,18,18944
18945,0,0,189,872,54,94,54,94,10,3,0,11,34,12,1.0,0,2,0,0,0,0,872,31,18,18945
18946,18,0,330,872,182,136,182,136,5,3,0,11,0,14,,0,4,2,2,0,0,872,31,18,18946
18947,0,0,301,872,253,143,253,143,8,3,0,11,33,16,1.0,0,2,0,0,0,0,872,31,18,18947
18948,0,0,346,872,96,337,96,337,6,3,0,11,57,15,0.0,1,2,3,3,0,0,872,31,18,18948
18949,18,0,463,872,338,136,338,136,6,3,0,11,6,2,1.0,0,4,0,0,0,0,872,31,18,18949
18950,18,0,49,873,56,255,56,255,0,0,0,11,52,9,0.0,0,1,0,0,0,0,873,44,15,18950
18951,21,4,31,873,68,362,68,362,1,0,0,11,21,34,0.0,0,4,2,2,0,0,873,44,15,18951
18952,18,0,479,873,33,255,33,255,2,0,0,11,10,2,,0,1,0,0,0,0,873,44,15,18952
18953,0,0,174,873,197,165,197,165,10,0,0,11,46,8,,1,2,3,3,0,0,873,44,15,18953
18954,0,0,33,873,98,255,98,255,11,0,0,11,30,20,0.0,1,2,3,3,0,0,873,44,15,18954
18955,18,0,193,873,156,411,156,411,8,0,0,11,51,18,0.0,0,0,0,1,0,0,873,44,15,18955
18956,18,0,524,873,5,146,5,146,10,1,0,11,0,17,,0,0,0,1,0,0,873,44,15,18956
18957,2,2,512,873,345,4,345,4,10,1,0,11,23,4,0.0,0,4,1,2,0,0,873,44,15,18957
18958,0,0,405,873,358,87,358,87,5,1,0,11,8,15,0.0,1,2,3,3,0,0,873,44,15,18958
18959,25,0,69,873,338,42,338,42,8,1,0,11,32,1,,0,4,0,1,0,0,873,44,15,18959
18960,3,0,460,873,339,257,339,257,4,2,0,11,38,24,1.0,0,4,2,2,0,0,873,44,15,18960
18961,0,0,312,873,3,79,3,79,2,2,0,11,57,12,0.0,0,3,0,0,0,0,873,44,15,18961
18962,0,0,165,873,92,62,92,62,2,2,0,11,28,7,0.0,0,0,0,1,0,0,873,44,15,18962
18963,9,3,42,873,247,434,247,434,2,2,0,11,42,4,1.0,0,4,1,2,0,0,873,44,15,18963
18964,0,0,324,873,120,261,120,261,10,2,0,11,37,1,0.0,0,0,0,1,0,0,873,44,15,18964
18965,18,0,397,873,117,270,117,270,5,2,0,11,33,18,0.0,0,1,0,1,0,0,873,44,15,18965
18966,11,1,353,873,345,434,345,434,5,2,0,11,29,4,1.0,0,4,1,2,0,0,873,44,15,18966
18967,3,0,185,873,218,434,218,434,6,2,0,11,9,24,1.0,0,4,2,2,0,0,873,44,15,18967
18968,0,0,168,873,190,255,190,255,6,2,0,11,39,15,0.0,1,2,3,3,0,0,873,44,15,18968
18969,0,0,426,873,86,261,86,261,1,3,0,11,23,12,0.0,0,3,0,0,0,0,873,44,15,18969
18970,0,0,475,873,113,63,113,63,5,3,0,11,47,15,1.0,1,2,3,3,0,0,873,44,15,18970
18971,0,0,342,873,372,62,372,62,8,3,0,11,10,15,0.0,1,3,3,3,0,0,873,44,15,18971
18972,0,0,329,873,140,422,140,422,9,3,0,11,10,16,,0,3,0,0,0,0,873,44,15,18972
18973,0,0,409,873,199,171,199,171,11,4,0,11,23,15,0.0,1,4,3,3,0,0,873,44,15,18973
18974,0,0,119,873,200,272,200,272,9,4,0,11,5,8,0.0,1,4,3,3,0,0,873,44,15,18974
18975,0,0,495,873,371,190,371,190,9,4,0,11,37,21,0.0,1,2,3,3,0,0,873,44,15,18975
18976,2,2,411,874,211,31,211,31,3,0,0,11,0,4,0.0,0,4,1,2,0,0,874,45,24,18976
18977,0,0,79,874,217,383,217,383,4,0,0,11,53,23,1.0,1,0,4,3,0,0,874,45,24,18977
18978,0,0,194,874,1,219,1,219,11,0,0,11,17,23,0.0,1,0,4,3,0,0,874,45,24,18978
18979,2,2,85,874,345,29,345,29,5,0,0,11,29,6,0.0,0,4,1,2,0,0,874,45,24,18979
18980,18,0,52,874,171,341,171,341,8,0,0,11,12,0,1.0,0,0,0,0,0,0,874,45,24,18980
18981,18,0,240,874,285,450,285,450,6,0,0,11,35,9,1.0,0,0,0,0,0,0,874,45,24,18981
18982,2,2,264,874,33,230,33,230,9,0,0,11,14,19,,0,4,1,2,0,0,874,45,24,18982
18983,0,0,37,874,399,219,399,219,10,1,0,11,31,23,1.0,1,0,4,3,0,0,874,45,24,18983
18984,0,0,317,874,93,172,93,172,11,1,0,11,15,9,0.0,0,0,0,0,0,0,874,45,24,18984
18985,0,0,40,874,144,61,144,61,5,1,0,11,4,12,0.0,0,4,0,0,0,0,874,45,24,18985
18986,0,0,5,874,26,26,26,26,8,1,0,11,14,14,0.0,0,4,2,2,0,0,874,45,24,18986
18987,2,2,182,874,376,381,376,381,9,1,0,11,49,19,1.0,0,4,1,2,0,0,874,45,24,18987
18988,0,0,242,874,10,221,10,221,9,1,0,11,34,22,0.0,1,3,3,3,0,0,874,45,24,18988
18989,0,0,220,874,1,421,1,421,7,2,0,11,34,13,,0,1,0,1,0,0,874,45,24,18989
18990,0,0,448,874,247,183,247,183,0,2,0,11,58,11,,0,4,2,2,0,0,874,45,24,18990
18991,0,0,168,874,119,353,119,353,2,2,0,11,6,25,1.0,0,4,0,0,0,0,874,45,24,18991
18992,0,0,209,874,9,451,9,451,10,2,0,11,36,23,,1,2,3,3,0,0,874,45,24,18992
18993,0,0,134,874,192,430,192,430,11,2,0,11,22,9,0.0,0,2,0,0,0,0,874,45,24,18993
18994,0,0,136,874,365,79,365,79,5,2,0,11,24,7,,0,0,0,1,0,0,874,45,24,18994
18995,0,0,223,874,92,178,92,178,5,2,0,11,1,2,,0,0,0,0,0,0,874,45,24,18995
18996,18,0,369,874,137,405,137,405,8,2,0,11,23,9,1.0,0,0,0,0,0,0,874,45,24,18996
18997,0,0,329,874,156,376,156,376,7,3,0,11,52,16,0.0,0,1,0,0,0,0,874,45,24,18997
18998,0,0,290,874,201,258,201,258,7,3,0,11,10,16,0.0,0,3,0,0,0,0,874,45,24,18998
18999,0,0,378,874,217,219,217,219,0,3,0,11,6,23,0.0,1,0,4,3,0,0,874,45,24,18999
19000,0,0,172,874,242,50,242,50,3,3,0,11,17,2,0.0,0,3,0,0,0,0,874,45,24,19000
19001,0,0,428,874,250,223,250,223,2,3,0,11,45,17,0.0,0,1,0,1,0,0,874,45,24,19001
19002,0,0,414,874,240,299,240,299,10,3,0,11,10,13,,0,1,0,1,0,0,874,45,24,19002
19003,0,0,404,874,253,346,253,346,11,3,0,11,28,8,1.0,1,2,3,3,0,0,874,45,24,19003
19004,0,0,542,874,1,449,1,449,5,3,0,11,9,27,0.0,0,1,0,1,0,0,874,45,24,19004
19005,0,0,579,874,191,231,191,231,6,3,0,11,36,15,0.0,1,3,3,3,0,0,874,45,24,19005
19006,0,0,593,874,196,3,196,3,9,3,0,11,6,22,0.0,1,3,3,3,0,0,874,45,24,19006
19007,0,0,371,875,138,265,138,265,7,0,0,11,37,0,0.0,0,3,0,0,0,0,875,35,10,19007
19008,0,0,314,875,342,54,342,54,3,0,0,11,20,11,0.0,0,4,2,2,0,0,875,35,10,19008
19009,2,2,517,875,243,6,243,6,1,0,0,11,50,4,1.0,0,4,1,2,0,0,875,35,10,19009
19010,34,0,51,875,232,143,232,143,2,0,0,11,10,18,0.0,0,1,0,1,0,0,875,35,10,19010
19011,0,0,84,875,121,2,121,2,11,0,0,11,39,16,1.0,0,2,0,0,0,0,875,35,10,19011
19012,0,0,351,875,15,56,15,56,5,0,0,11,34,9,0.0,0,0,0,0,0,0,875,35,10,19012
19013,0,0,510,875,236,61,236,61,8,0,0,11,8,2,,0,4,0,0,0,0,875,35,10,19013
19014,0,0,316,875,236,72,236,72,9,0,0,11,5,9,,0,4,0,0,0,0,875,35,10,19014
19015,0,0,419,875,232,305,232,305,9,0,0,11,10,3,0.0,1,0,4,3,0,0,875,35,10,19015
19016,0,0,385,875,228,248,228,248,2,1,0,11,59,34,0.0,0,4,2,2,0,0,875,35,10,19016
19017,0,0,253,875,218,297,218,297,10,1,0,11,4,24,0.0,0,4,2,2,0,0,875,35,10,19017
19018,3,0,269,875,95,400,95,400,8,1,0,11,57,34,,0,4,2,2,0,0,875,35,10,19018
19019,0,0,164,875,350,371,350,371,9,1,0,11,47,22,0.0,1,3,3,3,0,0,875,35,10,19019
19020,0,0,311,875,48,335,48,335,9,1,0,11,10,12,0.0,0,3,0,0,0,0,875,35,10,19020
19021,0,0,94,875,144,25,144,25,0,2,0,11,27,15,1.0,1,3,3,3,0,0,875,35,10,19021
19022,1,1,43,875,247,4,247,4,3,2,0,11,54,4,1.0,0,4,1,2,0,0,875,35,10,19022
19023,0,0,166,875,35,100,35,100,4,2,0,11,32,1,0.0,0,1,0,1,0,0,875,35,10,19023
19024,0,0,451,875,366,253,366,253,10,2,0,11,55,11,1.0,0,4,2,2,0,0,875,35,10,19024
19025,8,0,422,875,80,394,80,394,5,2,0,11,46,8,0.0,1,3,3,3,0,0,875,35,10,19025
19026,0,0,471,875,236,115,236,115,6,2,0,11,16,22,1.0,1,3,3,3,0,0,875,35,10,19026
19027,0,0,432,875,138,34,138,34,6,2,0,11,19,13,,0,4,2,1,0,0,875,35,10,19027
19028,1,1,25,875,314,6,314,6,9,2,0,11,14,4,1.0,0,4,1,2,0,0,875,35,10,19028
19029,0,0,355,875,387,438,387,438,9,2,0,11,15,51,0.0,1,3,3,3,0,0,875,35,10,19029
19030,0,0,329,875,243,237,243,237,1,3,0,11,37,16,0.0,0,1,0,0,0,0,875,35,10,19030
19031,0,0,190,875,142,150,142,150,11,3,0,11,33,12,1.0,0,2,0,0,0,0,875,35,10,19031
19032,1,1,370,875,88,402,88,402,5,3,0,11,6,4,1.0,0,4,1,2,0,0,875,35,10,19032
19033,2,2,50,876,92,89,92,89,0,0,0,11,50,6,0.0,0,4,1,2,0,0,876,56,28,19033
19034,0,0,418,876,194,220,194,220,5,0,0,11,42,22,0.0,1,3,3,3,0,0,876,56,28,19034
19035,4,2,277,876,247,171,247,171,5,0,0,11,25,6,1.0,0,4,1,2,0,0,876,56,28,19035
19036,8,0,308,876,211,76,211,76,8,0,0,11,57,27,0.0,0,0,0,1,0,0,876,56,28,19036
19037,2,2,292,876,345,302,345,302,8,0,0,11,54,19,,0,4,1,2,0,0,876,56,28,19037
19038,0,0,203,876,117,400,117,400,6,0,0,11,36,24,0.0,0,4,2,2,0,0,876,56,28,19038
19039,2,2,127,876,232,31,232,31,9,0,0,11,1,6,,0,4,1,2,0,0,876,56,28,19039
19040,0,0,385,876,229,230,229,230,11,1,0,11,11,11,0.0,0,4,2,2,0,0,876,56,28,19040
19041,3,0,253,876,31,272,31,272,5,1,0,11,48,14,1.0,0,4,2,2,0,0,876,56,28,19041
19042,0,0,39,876,366,53,366,53,6,1,0,11,55,11,0.0,0,4,2,2,0,0,876,56,28,19042
19043,0,0,338,876,23,112,23,112,9,1,0,11,55,13,1.0,0,0,0,1,0,0,876,56,28,19043
19044,0,0,58,876,21,227,21,227,0,2,0,11,50,25,0.0,0,2,0,0,0,0,876,56,28,19044
19045,0,0,242,876,189,135,189,135,3,2,0,11,24,8,,1,2,3,3,0,0,876,56,28,19045
19046,0,0,24,876,236,341,236,341,6,2,0,11,46,22,1.0,1,3,3,3,0,0,876,56,28,19046
19047,2,2,327,876,208,138,208,138,2,3,0,11,38,6,0.0,0,4,1,2,0,0,876,56,28,19047
19048,0,0,454,876,40,335,40,335,2,3,0,11,29,8,1.0,1,4,3,3,0,0,876,56,28,19048
19049,0,0,27,876,203,219,203,219,10,3,0,11,35,23,1.0,1,0,4,3,0,0,876,56,28,19049
19050,0,0,48,876,199,138,199,138,5,3,0,11,57,15,,1,4,3,3,0,0,876,56,28,19050
19051,18,0,428,876,56,185,56,185,8,3,0,11,13,10,1.0,0,1,2,1,0,0,876,56,28,19051
19052,32,0,359,876,156,129,156,129,9,3,0,11,44,5,1.0,0,1,0,1,0,0,876,56,28,19052
19053,11,1,140,877,88,280,88,280,4,0,0,11,49,4,,0,4,1,2,0,0,877,52,27,19053
19054,0,0,82,877,350,42,350,42,5,0,0,11,39,7,1.0,0,4,2,1,0,0,877,52,27,19054
19055,0,0,436,877,142,432,142,432,8,0,0,11,51,9,,0,3,0,0,0,0,877,52,27,19055
19056,48,5,335,877,232,83,232,83,9,0,0,11,54,11,1.0,0,4,2,2,0,0,877,52,27,19056
19057,36,1,91,877,1,6,1,6,9,1,0,11,11,4,1.0,0,4,1,2,0,0,877,52,27,19057
19058,8,0,92,877,187,43,187,43,7,2,0,11,37,0,0.0,0,2,0,0,0,0,877,52,27,19058
19059,0,0,365,877,86,296,86,296,0,2,0,11,55,1,1.0,0,4,0,1,0,0,877,52,27,19059
19060,0,0,43,877,347,231,347,231,10,2,0,11,8,15,0.0,1,3,3,3,0,0,877,52,27,19060
19061,32,0,74,877,229,411,229,411,11,2,0,11,48,7,1.0,0,0,0,1,0,0,877,52,27,19061
19062,32,0,422,877,50,325,50,325,8,2,0,11,59,1,0.0,0,4,0,1,0,0,877,52,27,19062
19063,34,0,231,877,360,361,360,361,6,2,0,11,38,18,0.0,0,1,0,1,0,0,877,52,27,19063
19064,0,0,257,877,144,146,144,146,0,3,0,11,2,25,1.0,0,3,0,0,0,0,877,52,27,19064
19065,37,0,272,877,349,281,349,281,0,3,0,11,13,0,1.0,0,3,0,0,0,0,877,52,27,19065
19066,0,0,426,877,29,407,29,407,3,3,0,11,11,25,0.0,0,2,0,0,0,0,877,52,27,19066
19067,18,0,366,877,242,225,242,225,4,3,0,11,52,15,0.0,1,2,3,3,0,0,877,52,27,19067
19068,32,0,356,877,69,431,69,431,2,3,0,11,32,10,0.0,0,0,2,1,0,0,877,52,27,19068
19069,0,0,289,877,253,184,253,184,11,3,0,11,5,8,0.0,1,3,3,3,0,0,877,52,27,19069
19070,35,2,290,877,247,248,247,248,8,3,0,11,53,6,1.0,0,4,1,2,0,0,877,52,27,19070
19071,0,0,378,877,105,37,105,37,6,3,0,11,28,15,1.0,1,2,3,3,0,0,877,52,27,19071
19072,18,0,301,877,367,31,367,31,9,3,0,11,4,13,0.0,0,4,2,1,0,0,877,52,27,19072
19073,0,0,379,877,92,365,92,365,5,4,0,11,24,12,,0,0,0,0,0,0,877,52,27,19073
19074,2,2,121,877,314,136,314,136,6,4,0,11,35,19,0.0,0,4,1,2,0,0,877,52,27,19074
19075,0,0,503,877,89,83,89,83,9,4,0,11,15,2,0.0,0,4,0,0,0,0,877,52,27,19075
19076,37,0,505,877,350,24,350,24,5,5,0,11,26,9,0.0,0,3,0,0,0,0,877,52,27,19076
19077,0,0,569,877,45,31,45,31,6,5,0,11,22,30,1.0,0,4,1,2,0,0,877,52,27,19077
19078,0,0,248,878,223,405,223,405,11,0,0,11,4,8,1.0,1,3,3,3,0,0,878,59,29,19078
19079,0,0,16,878,105,129,105,129,8,0,0,11,42,8,0.0,1,2,3,3,0,0,878,59,29,19079
19080,0,0,335,878,131,202,131,202,6,0,0,11,43,15,1.0,1,4,3,3,0,0,878,59,29,19080
19081,0,0,203,878,259,252,259,252,6,0,0,11,48,15,0.0,1,3,3,3,0,0,878,59,29,19081
19082,0,0,336,878,182,320,182,320,9,0,0,11,38,0,0.0,0,1,0,0,0,0,878,59,29,19082
19083,0,0,383,878,348,71,348,71,2,1,0,11,2,17,0.0,0,4,2,1,0,0,878,59,29,19083
19084,41,0,526,878,366,297,366,297,2,1,0,11,50,11,,0,4,2,2,0,0,878,59,29,19084
19085,1,1,385,878,33,434,33,434,5,1,0,11,45,4,1.0,0,4,1,2,0,0,878,59,29,19085
19086,0,0,72,878,314,64,314,64,9,1,0,11,50,30,0.0,0,4,1,2,0,0,878,59,29,19086
19087,0,0,6,878,195,248,195,248,9,1,0,11,10,8,0.0,1,4,3,3,0,0,878,59,29,19087
19088,4,2,165,878,357,89,357,89,4,2,0,11,6,19,1.0,0,4,1,2,0,0,878,59,29,19088
19089,4,2,220,878,208,302,208,302,1,2,0,11,35,19,1.0,0,4,1,2,0,0,878,59,29,19089
19090,2,2,9,878,11,136,11,136,2,2,0,11,32,19,1.0,0,4,1,2,0,0,878,59,29,19090
19091,0,0,23,878,191,407,191,407,8,2,0,11,35,8,0.0,1,2,3,3,0,0,878,59,29,19091
19092,0,0,136,878,134,413,134,413,7,3,0,11,57,18,0.0,0,4,2,1,0,0,878,59,29,19092
19093,0,0,100,878,371,128,371,128,7,3,0,11,56,20,0.0,1,2,3,3,0,0,878,59,29,19093
19094,0,0,259,878,182,241,182,241,0,3,0,11,2,14,0.0,0,4,2,2,0,0,878,59,29,19094
19095,2,2,274,878,5,240,5,240,2,3,0,11,53,6,1.0,0,4,1,2,0,0,878,59,29,19095
19096,0,0,276,878,356,64,356,64,8,3,0,11,31,8,0.0,1,4,3,3,0,0,878,59,29,19096
19097,0,0,529,878,68,244,68,244,9,3,0,11,10,9,0.0,0,1,0,0,0,0,878,59,29,19097
19098,12,1,417,878,345,4,345,4,11,4,0,11,46,4,,0,4,1,2,0,0,878,59,29,19098
19099,41,0,491,878,12,89,12,89,5,4,0,11,44,24,1.0,0,4,2,2,0,0,878,59,29,19099
19100,0,0,538,878,82,197,82,197,8,4,0,11,19,9,0.0,0,1,0,0,0,0,878,59,29,19100
19101,2,2,213,879,314,53,314,53,0,0,0,11,18,4,0.0,0,4,1,2,0,0,879,12,10,19101
19102,4,2,201,879,247,420,247,420,4,0,0,11,4,19,1.0,0,4,1,2,0,0,879,12,10,19102
19103,2,2,215,879,357,138,357,138,1,0,0,11,39,6,0.0,0,4,1,2,0,0,879,12,10,19103
19104,0,0,418,879,199,412,199,412,10,0,0,11,51,15,1.0,1,4,3,3,0,0,879,12,10,19104
19105,0,0,86,879,131,403,131,403,6,0,0,11,37,15,1.0,1,4,3,3,0,0,879,12,10,19105
